x,y,z
89656.47708565617,43187.675244037724,43.147
89656.56845142393,43187.37692979378,43.147
89656.27714857607,43187.90147020621,43.147
89657.29703402071,43188.124704746435,43.147
89657.32250919804,43187.801777090266,43.147
89657.13469080196,43188.37162290973,43.147
89658.17834303246,43188.39973066015,43.147
89658.14215487547,43188.073353000545,43.147
89658.00924512453,43188.65844699945,43.147
89659.05085666485,43188.58741625156,43.147
89658.97506812999,43188.2671736496,43.1472
89658.94513187,43188.8664263504,43.1472
89659.95885450134,43188.61669376664,43.1472
89659.75950811699,43188.33285538764,43.1472
89659.97829188302,43188.891544612365,43.1472
89660.80004870787,43188.24756038995,43.1472
89660.5399836061,43188.04327179274,43.1474
89660.9220163939,43188.505928207254,43.1474
89661.50209402418,43187.637878687,43.1474
89661.20405154982,43187.510945693015,43.1475
89661.70174845018,43187.84605430699,43.1475
89662.01141435662,43186.849005166056,43.1475
89661.69018400073,43186.805322520064,43.1477
89662.25481599927,43187.00827747993,43.1477
89662.31075826645,43185.9657466691,43.1477
89661.98619284415,43185.98880091969,43.1479
89662.57180715584,43186.119399080315,43.1479
89662.49666360104,43185.078076147176,43.1479
89662.16805497417,43185.22491585512,43.148
89662.76714502583,43185.191884144886,43.148
89662.41254714961,43184.209916580585,43.148
89662.1321281623,43184.532352292765,43.148
89662.7226718377,43184.42624770723,43.148
89662.25055902412,43183.49506054096,43.148
89662.0192253501,43183.90352397198,43.148
89662.60717464991,43183.783876028014,43.148
89662.11378676005,43182.86378450031,43.148
89661.89311989097,43183.28324989129,43.148
89662.47748010902,43183.14715010871,43.148
89661.95846702902,43182.24126630325,43.148
89661.74920146875,43182.66380791466,43.148
89662.33939853124,43182.55579208534,43.148
89661.86427361779,43181.62613822918,43.148
89661.62947670689,43182.00960226049,43.148
89662.2203232931,43181.90519773951,43.148
89661.75089246502,43180.97265568962,43.148
89661.50876249843,43181.32645174434,43.148
89662.09983750158,43181.223348255655,43.148
89661.6324608522,43180.28977499475,43.148
89661.39692825903,43180.67449683705,43.148
89661.97287174096,43180.506303162954,43.148
89661.40457720985,43179.6304941968,43.148
89661.21005689603,43180.02568330903,43.148
89661.75954310398,43179.78471669097,43.148
89661.0831889699,43178.9893896534,43.148
89660.9450461946,43179.40809866495,43.148
89661.4395538054,43179.06830133505,43.148
89660.62597111682,43178.41402064867,43.148
89660.54400134267,43178.81701431699,43.148
89660.97479865732,43178.39938568301,43.148
89660.0633522767,43177.890204475596,43.148
89660.01034284821,43178.26241354313,43.148
89660.3794571518,43177.78938645687,43.148
89659.4065215229,43177.41070949402,43.148
89659.37810295848,43177.767472980115,43.148
89659.70249704151,43177.26272701988,43.148
89658.69905673293,43176.97444319496,43.148
89658.67712937701,43177.3162483624,43.148
89658.968870623,43176.791951637606,43.148
89657.94917212534,43176.567864590026,43.148
89657.91985889855,43176.894771612126,43.148
89658.19894110145,43176.36362838788,43.148
89657.17416129293,43176.16406299515,43.148
89657.17121337629,43176.49938972374,43.148
89657.39078662371,43175.94101027627,43.148
89656.35036758757,43175.854244587616,43.148
89656.32150648005,43176.1652163723,43.148
89656.54989351996,43175.610383627696,43.148
89655.510978759,43175.5071549335,43.148
89655.47275543296,43175.81579905777,43.148
89655.71024456703,43175.264800942234,43.148
89654.67316980743,43175.144484776545,43.148
89654.5986143079,43175.438042955495,43.148
89654.8781856921,43174.9071570445,43.148
89653.85359014836,43174.70664769301,43.148
89653.74472923978,43174.98720210843,43.148
89654.0674707602,43174.48139789156,43.148
89653.06309297189,43174.19639746599,43.148
89652.94587591988,43174.47745464201,43.148
89653.27372408014,43173.974945357986,43.148
89652.27228452664,43173.67978639955,43.148
89652.23885744388,43174.00017824931,43.148
89652.40354255613,43173.42322175069,43.148
89651.35960583563,43173.43722481294,43.148
89650.11872781877,43173.38889687758,43.148
89650.39387218122,43172.855703122426,43.148
89649.36764374141,43172.66372606259,43.148
89648.78396668386,43172.699906961774,43.148
89649.04003331614,43172.157293038224,43.148
89648.00764346075,43172.00182227955,43.148
89647.5876353663,43172.1319427876,43.148
89647.9185646337,43171.631457212396,43.148
89646.91895737467,43171.33015122099,43.148
89646.23458553368,43171.230822343874,43.148
89646.65401446633,43170.80177765613,43.148
89645.72922552042,43170.31725177889,43.148
89645.19717436229,43170.18660464444,43.1508
89645.74602563772,43169.94419535556,43.1508
89645.06758451853,43169.15064787426,43.1508
89644.53698387681,43168.65418205404,43.1467
89645.1342161232,43168.59661794596,43.1467
89644.73965981988,43167.630012922666,43.1467
89644.40117496056,43166.85811572902,43.1477
89644.95222503944,43167.095484270976,43.1477
89645.07231423659,43166.05838320188,43.1477
89645.2082326953,43164.98504938071,43.148
89645.75016730471,43165.24255061929,43.148
89645.90836873098,43164.21057565098,43.148
89645.66029431352,43164.08537707272,43.148
89646.06490568646,43164.52842292729,43.148
89646.6010097576,43163.63254771176,43.148
89646.41965718148,43163.41437108755,43.148
89646.65654281853,43163.965628912454,43.148
89647.4568630415,43163.29519060493,43.148
89647.28770785988,43163.0415124578,43.145
89647.50729214013,43163.599887542194,43.145
89648.32812514067,43162.954726199576,43.145
89648.15651935725,43162.700016499046,43.1347
89648.39408064274,43163.250983500955,43.1347
89649.19357833652,43162.579564524174,43.1347
89649.02718439844,43162.32462462539,43.1244
89649.25961560156,43162.8777753746,43.1244
89650.06531791535,43162.21381466145,43.1244
89649.90011504402,43161.95782781601,43.1141
89650.12968495597,43162.51217218399,43.1141
89650.93880727996,43161.85238348007,43.1141
89650.78606054919,43161.59125905232,43.1038
89650.99053945082,43162.15534094768,43.1038
89651.82843649226,43161.532501830625,43.1038
89651.66580944021,43161.27245486908,43.0935
89651.8845905598,43161.83114513092,43.0935
89652.7063504364,43161.18716480069,43.0935
89652.5298789015,43160.9345091764,43.0814
89652.77692109848,43161.481290823605,43.0814
89653.56470274534,43160.79616300502,43.0814
89653.38679517231,43160.547385320715,43.0687
89653.64240482768,43161.09021467929,43.0687
89654.41931559762,43160.3927839077,43.0687
89654.24830961983,43160.14180073009,43.0561
89654.49129038017,43160.690399269915,43.0561
89655.28413089972,43160.01113206611,43.0561
89655.16796636402,43159.74102318549,43.0435
89655.29703363597,43160.32697681451,43.0435
89656.2090893817,43159.81888788009,43.0435
89656.1087360193,43159.53776874285,43.0291
89656.14226398068,43160.13683125715,43.0291
89657.12393752384,43159.78142006438,43.0291
89657.26452826799,43159.48292622628,43.0112
89657.14487173202,43160.070873773715,43.0112
89658.18461257906,43159.97632755997,43.0112
89659.11557410563,43159.8603087625,42.9929
89658.95742589438,43160.4390912375,42.9929
89660.00113745833,43160.41328035207,42.9929
89661.62902619604,43160.621190859456,42.9385
89661.13357380395,43160.95960914054,42.9385
89661.94533046846,43161.61615398683,42.9385
89663.12419780921,43162.811067864175,43.0052
89662.60980219078,43163.11993213582,43.0052
89663.38177378607,43163.82282603073,43.0052
89663.75705368853,43163.890383073965,43.0277
89663.17494631147,43164.035816926036,43.0277
89663.70838975346,43164.933278961755,43.0277
89664.27354465418,43165.97632461751,43.0492
89663.67505534583,43166.01887538249,43.0492
89664.04521794163,43166.9950821806,43.0492
89664.29398665481,43167.494508376694,43.1002
89663.89961334519,43167.94669162331,43.1002
89664.85043874435,43168.377888849354,43.1002
89665.59919820065,43168.63387445069,43.1087
89665.23820179934,43169.11312554932,43.1087
89666.21745183105,43169.47516066885,43.1087
89666.99985117344,43169.707531949425,43.1189
89666.80574882655,43170.27526805057,43.1189
89667.84902683525,43170.314903911494,43.1189
89668.58974530535,43170.27712613101,43.1282
89668.63685469465,43170.875273868995,43.1282
89669.61021289663,43170.49768435116,43.1282
89670.0735492337,43170.16263617173,43.1044
89670.1952507663,43170.75016382828,43.1044
89671.11361276092,43170.25356411233,43.1044
89670.83818109013,43170.01799342546,43.0985
89670.78041890985,43170.615206574534,43.0985
89671.80465524844,43170.412870300446,43.0985
89671.38168035194,43170.08942867222,43.0831
89671.53551964805,43170.66937132778,43.0831
89672.4251710926,43170.12300117316,43.0831
89672.0412877971,43169.92140571232,43.0629
89672.31371220291,43170.45599428768,43.0629
89673.06848095894,43169.73465932364,43.0629
89672.71036019907,43169.58446317086,43.0517
89673.06183980094,43170.07073682913,43.0517
89673.69655609713,43169.24180066356,43.0517
89673.35965562997,43169.12464463425,43.0442
89673.81154437004,43169.51935536575,43.0442
89674.24345121918,43168.568852099896,43.0442
89673.94251137419,43168.461052022554,43.023
89674.4408886258,43168.79514797745,43.023
89674.74852659149,43167.79747124729,43.023
89674.44544994069,43167.716983089565,43.0029
89674.98855005932,43167.97201691043,43.0029
89675.14205636812,43166.939333135604,43.0029
89674.84798146228,43166.860799654314,42.9795
89675.3766185377,43167.14460034568,42.9795
89675.58530115227,43166.12163820762,42.9795
89675.30163432512,43166.01700983176,42.9498
89675.81156567487,43166.33319016824,42.9498
89676.08356722746,43165.32521441708,42.9498
89675.80291925455,43165.2087096838,42.9191
89676.30508074546,43165.537090316204,42.9191
89676.601301054,43164.53596418181,42.9191
89676.31230348357,43164.42994466424,42.8487
89676.82289651642,43164.74505533576,42.8487
89677.09278445253,43163.73651161194,42.8487
89676.8246914453,43163.60329750872,42.7789
89677.2967085547,43163.97370249128,42.7789
89677.67804163761,43163.00180481768,42.7789
89677.40819105535,43162.859833072325,42.7462
89677.87240894465,43163.23996692767,42.7462
89678.27385642557,43162.27620351782,42.7462
89678.00670965978,43162.128987152864,42.707
89678.46469034023,43162.51661284714,42.707
89678.8817428238,43161.55949886589,42.707
89678.60957849392,43161.416710840414,42.6735
89679.07062150608,43161.80068915958,42.6735
89679.48006386528,43160.84029497976,42.6735
89679.20508083295,43160.701789803745,42.6586
89679.67391916703,43161.07621019626,42.6586
89680.06353398752,43160.10760277653,42.6586
89679.74935061866,43160.039486695976,42.6493
89680.30424938136,43160.26771330402,42.6493
89680.40717768007,43159.228768728826,42.6493
89680.08182896985,43159.246785319,42.6724
89680.67097103014,43159.360414680996,42.6724
89680.56578226997,43158.3216965662,42.6724
89680.24704867559,43158.39795687958,42.6865
89680.84455132442,43158.45264312043,42.6865
89680.63694373476,43157.42946225195,42.6865
89680.33226037583,43157.54956408562,42.7088
89680.92693962417,43157.46983591439,42.7088
89680.49671971462,43156.51856791945,42.7088
89680.2178349061,43156.665048417184,42.7437
89680.79116509389,43156.48815158282,42.7437
89680.2096719427,43155.621049687004,42.7437
89679.95040962048,43155.79438065694,42.771
89680.50599037952,43155.567819343065,42.771
89679.85059781022,43154.755132068254,42.771
89679.62881107793,43154.989949008275,42.7969
89680.12838892206,43154.65765099172,42.7969
89679.32476997242,43153.99117025976,42.7969
89679.14360999102,43154.26049546461,42.8246
89679.64379000898,43153.92910453539,42.8246
89678.84138178463,43153.26116663675,42.8246
89678.66141064001,43153.53237983375,42.8601
89679.17258936,43153.21822016625,42.8601
89678.39340055418,43152.52333546667,42.8601
89678.22361401534,43152.819306135985,42.91
89678.71838598467,43152.47989386401,42.91
89677.90531288004,43151.82498005113,42.91
89677.73003072347,43152.098679821065,42.9511
89678.20176927652,43151.727920178935,42.9511
89677.34796726312,43151.127069078255,42.9511
89677.18291280026,43151.40059284429,42.9886
89677.61948719973,43150.9890071557,42.9886
89676.71522385234,43150.46717600088,42.9886
89676.59005638825,43150.76774803581,43.0277
89676.96714361176,43150.30105196418,43.0277
89676.00077321396,43149.905921294114,43.0277
89675.89328466702,43150.20462240701,43.0444
89676.25771533299,43149.72797759299,43.0444
89675.28109197665,43149.35891555672,43.0444
89675.1900158625,43149.66616529398,43.0628
89675.52358413748,43149.16743470602,43.0628
89674.5255823534,43148.86085287504,43.0628
89674.48333150354,43149.18782463589,43.0784
89674.72346849648,43148.637975364116,43.0784
89673.68698454705,43148.51267167845,43.0784
89673.69926968923,43148.83943309112,43.0921
89673.83053031076,43148.25396690888,43.0921
89672.78912302961,43148.32793229742,43.0921
89672.82651362152,43148.64358641153,43.0998
89672.93788637847,43148.05401358847,43.0998
89671.89957862825,43148.1631787384,43.0998
89671.94266150097,43148.47639087701,43.1127
89672.07693849903,43147.89160912299,43.1127
89671.0351637433,43147.96020500326,43.1127
89671.10768225304,43148.28455702949,43.1538
89671.22651774697,43147.69644297051,43.1538
89670.18690990172,43147.79244084346,43.1538
89670.26936519342,43148.115111906525,43.1875
89670.37723480658,43147.524888093474,43.1875
89669.33959364491,43147.64021731138,43.1875
89669.40268673132,43147.956599469755,43.202
89669.52691326868,43147.36960053024,43.202
89668.48646843414,43147.45605577109,43.202
89668.52946878517,43147.77162415185,43.2174
89668.67353121484,43147.18917584815,43.2174
89667.63075282717,43147.240295950556,43.2174
89667.69798043653,43147.56496679082,43.2422
89667.79481956348,43146.97283320918,43.2422
89666.75951069727,43147.107501455095,43.2422
89666.77561324331,43147.41394360395,43.2575
89666.89258675667,43146.82545639606,43.2575
89665.85328798684,43146.924744144395,43.2575
89665.847975172,43147.22955558109,43.2694
89665.96682482799,43146.64144441891,43.2694
89664.92721472969,43146.73741724002,43.2694
89664.95619360203,43147.04933745661,43.2747
89665.07620639796,43146.4614625434,43.2747
89664.03640847797,43146.55537867346,43.2747
89664.08761998978,43146.87187109347,43.2791
89664.18918001022,43146.280528906536,43.2791
89663.15282968845,43146.40693329926,43.2791
89663.20803495876,43146.720788070634,43.2823
89663.31616504125,43146.130611929366,43.2823
89662.2784730979,43146.24548319585,43.2823
89662.33405579513,43146.56064601407,43.2868
89662.44794420488,43145.97155398593,43.2868
89661.4091799531,43146.07628598378,43.2868
89661.45449343107,43146.39029344902,43.2921
89661.59470656894,43145.80690655098,43.2921
89660.55228850327,43145.86491143689,43.2921
89660.60192553597,43146.18503657889,43.2972
89660.76967446404,43145.6089634211,43.2972
89659.72567807036,43145.617418453214,43.2972
89659.77779444754,43145.94471522894,43.308
89659.97220555246,43145.37708477106,43.308
89658.92894923687,43145.33688149181,43.308
89658.98456469605,43145.67236024308,43.3074
89659.21563530395,43145.11863975692,43.3074
89658.17723252306,43145.010382320164,43.3074
89658.20376109809,43145.340628557875,43.2897
89658.5356389019,43144.84077144213,43.2897
89657.53660480709,43144.537570327,43.2897
89657.45687124137,43144.83152268677,43.2686
89657.91072875862,43144.43907731323,43.2686
89657.02972437744,43143.8788708046,43.2686
89656.83285487985,43144.095829545906,43.2499
89657.36914512014,43143.8267704541,43.2499
89656.65256818032,43143.06748293286,43.2499
89656.39744212045,43143.210979531315,43.2289
89656.98035787954,43143.06882046869,43.2289
89656.45196822895,43142.16837373486,43.2289
89656.16751778331,43142.25661352176,43.2202
89656.76428221668,43142.194386478244,43.2202
89656.36218826081,43141.23089261103,43.2202
89656.06917493706,43141.3092939999,43.2199
89656.66842506293,43141.279306000106,43.2199
89656.31882000034,43140.29554979019,43.2199
89656.02189257198,43140.362552318256,43.2197
89656.62170742803,43140.347647681745,43.2197
89656.29695893914,43139.35540857325,43.2197
89655.99849917021,43139.40568661563,43.2196
89656.59830082979,43139.421113384364,43.2196
89656.32411128122,43138.41373056736,43.2196
89656.02300623675,43138.455048240656,43.2195
89656.62239376326,43138.482151759345,43.2195
89656.36787253116,43137.46962078915,43.2195
89656.06586287775,43137.507641411124,43.2194
89656.66493712224,43137.54095858887,43.2194
89656.42092862957,43136.52584292583,43.2194
89656.11987802185,43136.545906733416,43.2192
89656.71592197815,43136.61469326659,43.2192
89656.53254422196,43135.5868934062,43.2192
89656.22875133848,43135.6030632119,43.219
89656.82324866152,43135.684136788106,43.219
89656.66112262702,43134.652771128276,43.219
89656.35640242901,43134.66706271204,43.2188
89656.95039757098,43134.75173728796,43.2188
89656.7945242932,43133.719408096695,43.2188
89656.48904303087,43133.736665460616,43.2186
89657.08375696912,43133.81613453939,43.2186
89656.91884846463,43132.78521010294,43.2186
89656.6138832355,43132.80241554869,43.2184
89657.20871676451,43132.8809844513,43.2184
89657.04224817103,43131.850310785005,43.2184
89656.7355099986,43131.886072446985,43.2181
89657.33409000139,43131.927327553014,43.2181
89657.10355851005,43130.909066662025,43.2181
89656.80047743658,43130.94345055969,43.2177
89657.39912256341,43130.98374944032,43.2177
89657.16696480106,43129.96585812197,43.2177
