# x_m, y_m, w_tr_right_m, w_tr_left_m
89663.69881366583,43162.797879100224,3.0780545155582346,3.0780545155582346
89663.8504598118,43163.47991215389,3.0281493468596055,3.0281493468596055
89663.89540346127,43164.16469890026,3.046523014387685,3.046523014387685
89663.8250522159,43164.835595376106,2.996578435438762,2.996578435438762
89663.62709948707,43165.4492423519,3.2066430766842986,3.2066430766842986
89663.31022991482,43165.93489757933,3.1573490606595365,3.1573490606595365
89663.0161999407,43166.50297993152,3.282442447341985,3.282442447341985
89662.87579972693,43167.2175688517,3.233048418544179,3.233048418544179
89662.96786352008,43167.88066975186,3.299245551281154,3.299245551281154
89663.31703354152,43168.36461174502,3.2496821362781105,3.2496821362781105
89663.80502921109,43168.78170176866,3.239848868663333,3.239848868663333
89664.35498022643,43169.19024872809,3.1899169380983987,3.1899169380983987
89664.93252988164,43169.586991783435,3.27616458099413,3.27616458099413
89665.50735538777,43169.96802731474,3.2263526983130926,3.2263526983130926
89666.07821845711,43170.33187484717,3.276729396198872,3.276729396198872
89666.65866233058,43170.67828541355,3.2267630273596515,3.2267630273596515
89667.26063890207,43171.002754311485,3.3564731643669536,3.3564731643669536
89667.8863546456,43171.276437008455,3.3075773585044894,3.3075773585044894
89668.53451822653,43171.46216379857,3.27731232516645,3.27731232516645
89669.20086802769,43171.541608101885,3.2281338377411384,3.2281338377411384
89669.87643690831,43171.52635115308,3.1861495594792206,3.1861495594792206
89670.55184008059,43171.43062870765,3.1364548230923326,3.1364548230923326
89671.21769275673,43171.26867652104,3.110737453438259,3.110737453438259
89671.86461014897,43171.054730348704,3.060787306867727,3.060787306867727
89672.47829106914,43170.79485945724,3.2431282463985482,3.2431282463985482
89673.00251577774,43170.42550343386,3.194650343974751,3.194650343974751
89673.38813535261,43169.88142249013,3.3162261508839674,3.3162261508839674
89673.75855945474,43169.304178790524,3.266247803319884,3.266247803319884
89674.1472020396,43168.736804922504,3.306646615276763,3.306646615276763
89674.54070405889,43168.168832340416,3.256695519838805,3.256695519838805
89674.92570646417,43167.58979249863,3.273116518849591,3.273116518849591
89675.29093737107,43166.99113716241,3.223506889971777,3.223506889971777
89675.63862418896,43166.37673822365,3.375536706255546,3.375536706255546
89675.97636548548,43165.75540934872,3.3273739759649192,3.3273739759649192
89676.31177359006,43165.13597686568,3.4586382618652505,3.4586382618652505
89676.6524608322,43164.52726710262,3.4090515028231745,3.4090515028231745
89677.00603907666,43163.938105566056,3.553227880098341,3.553227880098341
89677.37779603167,43163.37320911894,3.505069070726061,3.505069070726061
89677.76529707656,43162.82364309183,3.658228782960061,3.658228782960061
89678.16481691872,43162.27812268041,3.6088871093238066,3.6088871093238066
89678.58032692867,43161.737275135034,3.7515538353647377,3.7515538353647377
89679.02380789771,43161.2141238132,3.7031438555908647,3.7031438555908647
89679.50427341834,43160.72009951835,3.656763234621779,3.656763234621779
89679.97854840268,43160.23272034875,3.6100570627331066,3.6100570627331066
89680.36212780885,43159.70264780193,3.2682323252461636,3.2682323252461636
89680.5833896781,43159.089828621625,3.222441412421267,3.222441412421267
89680.65958395641,43158.41775323031,3.000789003881809,3.000789003881809
89680.64243427981,43157.73423044976,2.953544575262286,2.953544575262286
89680.57190839166,43157.063208704305,2.807230112201634,2.807230112201634
89680.47133038272,43156.395003312056,2.7575659758678825,2.7575659758678825
89680.36097986033,43155.718516164976,2.7497893877126165,2.7497893877126165
89680.23915223299,43155.036271122124,2.7000335211587356,2.7000335211587356
89680.08940869522,43154.359921735326,2.961786096382225,2.961786096382225
89679.89503889272,43153.70128981486,2.9128339590116665,2.9128339590116665
89679.6417025414,43153.07090642153,3.035601006327966,3.035601006327966
89679.33353706231,43152.46923958622,2.9858685633970303,2.9858685633970303
89678.98329647146,43151.892081489925,3.1005497944506333,3.1005497944506333
89678.59340111823,43151.34391342258,3.0507731916072323,3.0507731916072323
89678.14388064788,43150.84801202548,3.195078814960441,3.195078814960441
89677.6193564957,43150.42215858902,3.1461688660486438,3.1461688660486438
89677.0376534737,43150.04900265457,3.3886444030404426,3.3886444030404426
89676.42577623416,43149.70148078045,3.3404610212118904,3.3404610212118904
89675.81072974458,43149.3525291915,3.444710680900526,3.444710680900526
89675.21951876789,43148.9750843563,3.394836607588087,3.394836607588087
89674.66555877391,43148.558280275276,3.3558068109342516,3.3558068109342516
89674.11188052526,43148.151306162195,3.3060635292297826,3.3060635292297826
89673.51857088524,43147.80527554082,3.3530516870573326,3.3530516870573326
89672.89891933308,43147.49823174857,3.303128890352879,3.303128890352879
89672.28605491319,43147.181082461146,3.5124842276519375,3.5124842276519375
89671.688857842,43146.851767272754,3.4631816740311336,3.4631816740311336
89671.06925724854,43146.599205497325,3.5963631743696935,3.5963631743696935
89670.40680889855,43146.474823582415,3.547733018241155,3.547733018241155
89669.71970474723,43146.44958359799,3.6678005638976265,3.6678005638976265
89669.02974163977,43146.486858439566,3.6185439682354463,3.6185439682354463
89668.34991293748,43146.55931132859,3.574347992377744,3.574347992377744
89667.67653055879,43146.65720943043,3.52646061979809,3.52646061979809
89667.0040466715,43146.772782507345,3.363297343564353,3.363297343564353
89666.32691344335,43146.898260321585,3.314824094445262,3.314824094445262
89665.63959366099,43147.0258698747,3.2072057476594025,3.2072057476594025
89664.93966745592,43147.14702772297,3.1572582375252365,3.1572582375252365
89664.23215312662,43147.251216652934,3.1870299356541767,3.1870299356541767
89663.52315477729,43147.327637164,3.1370304418965715,3.1370304418965715
89662.8187765122,43147.36548975562,3.2353493069572257,3.2353493069572257
89662.12512243562,43147.35397492722,3.1855094338465073,3.1855094338465073
89661.44829665184,43147.28229317823,3.267627855736265,3.267627855736265
89660.79438639357,43147.13967012162,3.2182382155537965,3.2182382155537965
89660.16501129218,43146.921981447056,3.2369528606438887,3.2369528606438887
89659.55135390499,43146.64064646627,3.193171990179661,3.193171990179661
89658.95179577556,43146.30452603629,3.085444693745924,3.085444693745924
89658.38981525498,43145.90868401321,3.041412252226815,3.041412252226815
89657.89339485872,43145.4457080831,2.9892442112178355,2.9892442112178355
89657.48843333636,43144.90935995057,2.9410503119166442,2.9410503119166442
89657.17615731533,43144.30730188747,2.9837461520058586,2.9837461520058586
89656.94166041508,43143.65628569428,2.9346538035018384,2.9346538035018384
89656.76975752131,43142.97322021335,3.0192335686318525,3.0192335686318525
89656.6452635197,43142.275014287094,2.969296545266062,2.969296545266062
89656.55311300738,43141.57836912451,2.950801273283862,2.950801273283862
89656.48334381719,43140.89113462964,2.901978975726268,2.901978975726268
89656.43289547731,43140.20919006407,2.9075021987051906,2.9075021987051906
89656.39919722705,43139.52756531009,2.8628037419262093,2.8628037419262093
89656.37972751138,43138.84138520528,2.6883586525368037,2.6883586525368037
89656.37359594024,43138.14892235191,2.6422455885830503,2.6422455885830503
89656.38188113378,43137.452249078364,2.523472995263845,2.523472995263845
89656.40577923803,43136.75366451059,2.473579471810538,2.473579471810538
89656.44648639916,43136.05546777458,2.4845724864146237,2.4845724864146237
89656.50519876323,43135.359957996305,2.434883744664622,2.434883744664622
89656.583089466,43134.669421947925,2.5005936107919844,2.5005936107919844
89656.67843581838,43133.984591689565,2.450996150421591,2.450996150421591
89656.78382997542,43133.30314703184,2.6060031294748263,2.6060031294748263
89656.89120230466,43132.62241248449,2.557941667432079,2.557941667432079
89656.99248317373,43131.93971255731,2.679823092603567,2.679823092603567
89657.07960295021,43131.25237176007,2.6304170036701144,2.6304170036701144
89657.14449200168,43130.55771460253,2.8385714400446447,2.8385714400446447
89657.17908069576,43129.8530655945,2.7897647373388454,2.7897647373388454
89657.17529940003,43129.13574924573,2.961780184721551,2.961780184721551
